TEMP,pH,Conc
40.46,6,14.67992
31.02,8,6.59522
44.42,4.5,5.61106
35.21,4.5,4.94134
48.85,6.5,12.2473
30.39,6,10.61224
38.97,8,8.27267
21.37,3,0.30277
37.46,4.5,5.06284
42.65,3,3.48945
29.44,7,7.02006
46.61,4.5,5.81473
23.83,6,8.57432
47.93,5,11.77717
45.16,6,15.39432
48.1,8,9.6807
27.41,3,1.63761
49.91,3,4.30983
47.17,6,15.69984
49.04,7,10.66328
23.5,5,7.3705
34.08,2,1.87984
46.06,6.5,11.97388
32.27,2,1.70246
25.16,2,0.76368
48.94,6,15.96888
36.57,2,2.12386
24.42,8,4.54418
47.24,5,11.72956
22.93,6.5,6.57855
43.86,2,2.70318
36.44,6.5,10.26216
23.79,8,4.33691
27.7,2,1.1396
24.47,7,5.72488
33.1,4.5,4.8274
38.81,4.5,5.13574
34.43,2,1.91414
33.48,8,7.11428
35.33,8,7.50463
28.04,6,9.85416
21.29,5,6.52407
29.11,3,2.01331
47.68,5,11.75992
49.92,4.5,6.12256
29.56,8,6.23524
43.88,5,11.49772
30.15,7,7.20056
27.17,7,6.4285
40.17,6.5,11.39666
20.55,6,7.5772
31.95,7,7.61528
36.59,8,7.77049
43.93,7,9.98876
29.72,5,9.75276
39.27,2,2.38846
46.54,7,10.33328
41.15,5,11.30935
40.65,6.5,11.4437
48.86,4.5,6.02398
33.24,4.5,4.83496
26.98,6,9.53192
43.85,6.5,11.7573
43.09,7,9.87788
32.88,5,10.25456
22.53,2,0.37444
25.56,2,0.82288
33.13,8,7.04043
23.32,2,0.49136
40.49,4.5,5.24557
48.47,6,15.89744
24.74,7,5.79524
46.62,4.5,5.81566
46.29,2,2.85627
23.13,2,0.46324
47.93,6.5,12.15714
46.44,6.5,12.01112
26.53,6.5,7.42455
32.31,8,6.86741
35.35,6,12.6756
40.47,8,8.55909
37.49,2,2.21402
45.01,7,10.13132
36.92,2,2.15816
41.29,3,3.33577
33.83,6,12.04328
32.16,4.5,4.77664
30.3,3,2.2394
41.11,3,3.31543
27.14,6,9.58056
39.94,6,14.58504
34.79,5,10.51623
27.73,2,1.14404
20.96,6.5,6.1156
20.56,3,0.12376
42.41,6,14.97632
28.29,3,1.83209
38.95,6,14.1732
39.15,6.5,11.1131
20.47,2,0.06956
47.87,2,2.95581
48.37,6.5,12.20026
43.23,8,8.96481
36.04,6,12.96264
48.27,3,4.12451
26.66,6.5,7.4551
42.23,5,11.38387
49.82,5,11.90758
22.05,8,3.76445
33.41,7,7.95166
45.84,4.5,5.74312
46.06,5,11.64814
34.93,6,12.50088
37.2,6,13.4452
43.01,6.5,11.67498
34.85,6,12.4676
27.58,2,1.12184
43.41,4.5,5.51713
44.14,5,11.51566
21.67,5,6.66961
23.97,2,0.58756
21.13,2,0.16724
36.05,5,10.68885
21.04,7,4.83102
21.88,2,0.27824
44.57,4.5,5.62501
26.76,2,1.00048
34.82,2,1.95236
20.83,6.5,6.08505
30.69,2,1.54762
25.76,7,6.06106
35.94,4.5,4.98076
33.04,3,2.50792
27.78,5,9.00974
23.61,3,0.79781
49.75,6.5,12.3355
33.55,8,7.12905
22.13,5,6.84579
43.6,2,2.6868
20.18,4.5,4.47342
27.85,6,9.7964
24.11,5,7.60413
32.73,4.5,4.80742
23.55,2,0.5254
23.29,7,5.41737
44.25,5,11.52325
38.32,5,10.99984
40.22,2,2.47386
29,6.5,8.005
22.29,7,5.15677
21.06,2,0.15688
45.31,6,15.41712
22.72,3,0.60112
48.58,3,4.15954
25.22,8,4.80738
44.99,6.5,11.86902
21.36,4.5,4.49584
46.2,6.5,11.9876
39.41,4.5,5.16814
30.45,8,6.47495
44.66,8,9.17502
25.39,2,0.79772
48.29,7,10.56428
36.24,7,8.6037
34.65,3,2.6657
21.59,7,4.97435
37.43,4.5,5.06122
25.49,6,9.07896
26.01,3,1.32821
21.57,8,3.60653
28.05,6,9.8572
37.21,8,7.90131
24.26,6.5,6.8911
33.98,8,7.21978
44.96,6,15.36392
29.26,6,10.22504
48.11,8,9.68217
22.29,6.5,6.42815
49.62,6,16.07224
42.49,4.5,5.43157
43.25,2,2.66475
43.68,7,9.95576
34.03,6,12.12648
36.58,6.5,10.30612
29.37,6,10.25848
38.03,6.5,10.76142
20.08,8,3.11632
48.76,6,15.94152
20.55,8,3.27095
31.58,5,10.07646
39.68,6,14.47688
38.16,8,8.10176
45.59,6.5,11.92782
47.35,6.5,12.1003
20.81,7,4.77109
29.91,4.5,4.65829
43.77,3,3.61601
46.94,4.5,5.84542
48.26,2,2.98038
21.32,8,3.52428
35.7,6.5,10.0298
47.4,5,11.7406
29.14,6,10.18856
29.81,2,1.45188
34.46,5,10.47102
43.81,7,9.97292
28.96,5,9.46168
46.06,3,3.87478
36.34,5,10.72858
36.75,8,7.80425
43.39,4.5,5.51527
27.17,2,1.06116
28.38,8,5.84702
22.08,3,0.45968
29.21,8,6.12009
26.17,2,0.91316
29.33,2,1.38084
21.33,4.5,4.49527
29.61,8,6.25169
34.99,3,2.69902
47.74,6,15.78648
42.46,7,9.79472
29.3,8,6.1497
22.29,8,3.84341
33.69,6,11.98504
37.37,4.5,5.05798
25.95,8,5.04755
25.57,7,6.01154
26.87,8,5.35023
26.09,2,0.90132
42.26,8,8.82222
35.68,5,10.63816
24.51,5,7.75733
47.26,5,11.73094
23.3,8,4.1757
24.11,6,8.65944
46.56,3,3.93128
41.74,5,11.35006
20.23,5,6.11809
30.94,2,1.57212
28.5,8,5.8865
49.57,8,9.89679
47.79,8,9.63513
33.82,7,8.04613
38.39,2,2.30222
48.74,3,4.17762
36.95,5,10.81215
44.34,4.5,5.60362
27.67,4.5,4.61573
49.26,6,16.01752
24.07,4.5,4.54733
26.03,4.5,4.58457
22.63,3,0.58123
21.7,3,0.3757
39.16,6,14.26056
49.67,6,16.07984
26.46,8,5.21534
42.62,2,2.62506
24.52,6,8.78408
28.7,7,6.82722
31.42,6.5,8.68588
21,5,6.413
41.03,5,11.30107
22.15,6.5,6.39525
30.42,4.5,4.68268
38.58,5,11.03546
42.75,5,11.41975
30.92,2,1.57016
32.61,6.5,9.05954
43.86,6,15.19672
49.19,6.5,12.28062
30.62,2,1.54076
30.45,6.5,8.3813
40.63,7,9.55316
23.27,8,4.16583
36.46,8,7.74306
31.25,5,10.03125
29.01,7,6.90801
37.01,5,10.82037
33.22,5,10.30114
39.01,8,8.28111
23.88,8,4.36652
42,3,3.416
35.78,6.5,10.05492
46.09,2,2.84367
43.79,7,9.97028
47.07,7,10.40324
36.42,3,2.83916
39.06,4.5,5.14924
45.36,8,9.27792
48.92,7,10.64744
46.3,7,10.3016
42.79,3,3.50527
24.89,8,4.69881
44.08,6,15.23016
38.96,8,8.27056
44.84,6,15.34568
26.16,4.5,4.58704
43.07,2,2.65341
27.1,7,6.41026
23.03,6,8.33112
34.78,6,12.43848
43.7,7,9.9584
30.78,7,7.34571
37.44,7,8.88018
40.76,6,14.72552
21,6,7.714
36.68,5,10.77516
38.21,6.5,10.81794
33.21,6,11.78536
28.35,6,9.9484
39.19,5,11.11903
35.71,2,2.03958
27.44,6,9.67176
46.55,4.5,5.80915
42.94,2,2.64522
45.99,3,3.86687
31.87,5,10.11619
34.82,6.5,9.75348
36.5,6,13.154
38.93,7,9.22347
38.64,5,11.04368
43,5,11.437
26.33,6,9.33432
45.69,4.5,5.72917
30.36,6,10.59976
26.53,3,1.44313
40.62,6.5,11.44076
40.62,5,11.27278
47.32,6.5,12.09736
23.76,6.5,6.7736
38.68,6,14.06088
22.01,4.5,4.50819
31.55,4.5,4.7437
35.95,6.5,10.1083
32.59,8,6.92649
34.04,2,1.87592
47.18,8,9.54546
26.71,8,5.29759
21.92,5,6.76536
45.78,6,15.48856
33.16,2,1.78968
21.75,3,0.38675
23.84,6.5,6.7924
27.54,4.5,4.61326
45.53,6.5,11.92194
38.89,4.5,5.14006
36.38,6.5,10.24332
23.16,6.5,6.6326
32.16,6,11.34856
27.48,6.5,7.6478
33.33,6.5,9.28562
34.96,7,8.30878
45.92,7,10.25144
24.79,6.5,7.01565
44.24,4.5,5.59432
23.89,5,7.51987
27.31,8,5.49499
46.84,4.5,5.83612
38.82,2,2.34436
46.9,2,2.8947
46.38,3,3.91094
24.58,2,0.67784
36.25,6,13.05
38.26,5,10.99162
29.73,8,6.29117
21.74,5,6.69642
23.81,6.5,6.78535
33.87,5,10.39019
32.15,6.5,8.9151
20.58,6.5,6.0263
29.09,8,6.08061
32.13,4.5,4.77502
21.6,7,4.97696
30.93,7,7.38027
49.88,6.5,12.34824
23.87,8,4.36323
23.63,2,0.53724
27.97,6,9.83288
25.96,3,1.31716
35.94,2,2.06212
40.29,7,9.50828
28.42,5,9.25486
22.66,4.5,4.52054
47.64,2,2.94132
30.79,3,2.28742
36.03,8,7.65233
23.23,8,4.15267
22.86,5,7.12538
38.44,2,2.30712
34.94,4.5,4.92676
39.28,7,9.30411
36.59,5,10.76283
45.65,8,9.32055
30.73,5,9.96001
32.62,7,7.76965
40.04,3,3.19452
44.18,6,15.24536
48.12,4.5,5.95516
31.85,6.5,8.8209
31.5,4.5,4.741
34.39,2,1.91022
22.69,4.5,4.52111
36.84,5,10.79708
27.44,8,5.53776
47.92,4.5,5.93656
48.94,5,11.84686
45.07,5,11.57983
36.62,3,2.85876
48.7,2,3.0081
41.36,7,9.64952
49.05,7,10.6646
46.87,8,9.49989
25.52,6,9.08808
38.55,6,14.0068
28.13,6,9.88152
22.44,4.5,4.51636
48,6,15.826
40.26,3,3.21938
49.76,6,16.09352
23.33,5,7.30539
43.73,5,11.48737
35.24,6,12.62984
21.7,6,7.9268
42.35,6.5,11.6103
43.51,5,11.47219
48.04,6.5,12.16792
49.75,2,3.07425
33.98,2,1.87004
43.41,3,3.57533
26.1,8,5.0969
34.4,2,1.9112
21.49,3,0.32929
40.21,6.5,11.40058
44.94,2,2.77122
35.79,6.5,10.05806
37,6,13.362
35.19,3,2.71862
34.83,4.5,4.92082
41.04,7,9.60728
39.88,3,3.17824
23.65,3,0.80665
47.49,8,9.59103
37.54,7,8.90322
25.11,7,5.89167
25,2,0.74
40.91,2,2.51733
25.11,8,4.77119
42.08,8,8.79576
46.5,3,3.9245
32.6,8,6.9286
40.26,4.5,5.22418
34.75,6.5,9.7315
33.41,5,10.32717
36.28,4.5,4.99912
40.47,2,2.48961
31.98,2,1.67404
23.36,3,0.74256
32.71,5,10.23127
28.96,2,1.32608
30.22,4.5,4.67188
39.21,6.5,11.13194
40.2,8,8.5194
36.63,5,10.76831
28.3,3,1.8343
26.72,6.5,7.4692
44.52,6.5,11.82296
31.95,8,6.79145
32.24,5,10.16688
43.27,4.5,5.50411
47.75,4.5,5.92075
40.68,6.5,11.44664
49.25,8,9.84975
32.2,7,7.67288
44.26,6,15.25752
41.77,2,2.57151
30.88,2,1.56624
28.01,6,9.84504
48.5,4.5,5.9905
20.08,5,6.06064
47.35,5,11.73715
41.4,7,9.6548
43.61,5,11.47909
20.94,4.5,4.48786
38.3,6,13.9028
33.48,2,1.82104
25.72,3,1.26412
25.27,3,1.16467
37.39,2,2.20422
34,7,8.0876
25.34,8,4.84686
49.94,3,4.31322
42.05,3,3.42165
22.45,5,6.96835
41.46,6,14.83192
41.29,4.5,5.31997
26.2,6,9.2948
38.56,6,14.01096
35.03,6,12.54248
29.28,6.5,8.0708
42.96,4.5,5.47528
24.84,4.5,4.56196
48.77,3,4.18101
29.47,3,2.09287
23.78,4.5,4.54182
39.18,5,11.11766
43.28,3,3.56064
49.06,7,10.66592
48.52,6.5,12.21496
44.69,6,15.32288
26.62,3,1.46302
23.88,3,0.85748
33.3,3,2.5334
38.84,4.5,5.13736
31.69,5,10.09153
24.43,2,0.65564
25.42,5,8.10586
49.98,8,9.95706
22.37,2,0.35076
25.32,3,1.17572
44.58,5,11.54602
21.96,3,0.43316
32.63,4.5,4.80202
22.45,6.5,6.46575
47.81,2,2.95203
46.21,5,11.65849
49.62,8,9.90414
39.05,8,8.28955
41.03,2,2.52489
28.27,3,1.82767
20.28,8,3.18212
38.54,7,9.13362
26.73,4.5,4.59787
25.8,6.5,7.253
32.42,3,2.44716
30.39,2,1.51822
37.9,4.5,5.0866
22.29,2,0.33892
45.27,4.5,5.69011
29.6,5,9.7068
49.29,6.5,12.29042
25.68,6,9.13672
31.42,8,6.67962
35.44,7,8.41938
29.23,8,6.12667
31.95,4.5,4.7653
21.01,2,0.14948
24.68,2,0.69264
45.32,7,10.17224
39.79,6,14.52264
36.74,8,7.80214
23.09,4.5,4.52871
42.78,4.5,5.45854
32.93,4.5,4.81822
40.27,8,8.52969
22.85,4.5,4.52415
27.75,8,5.63975
30.94,7,7.38258
21.96,2,0.29008
33.88,3,2.59024
45.1,3,3.7663
33.96,6,12.09736
39.96,5,11.22452
34.93,4.5,4.92622
35.89,6,12.90024
49.11,6,15.99472
35.47,8,7.53417
35.66,4.5,4.96564
28.51,8,5.88979
41.69,8,8.73843
42.09,5,11.37421
29.72,3,2.14812
47.05,6.5,12.0709
35.64,4.5,4.96456
31.26,6.5,8.63564
48.29,3,4.12677
34.98,6.5,9.80372
41.56,3,3.36628
36.27,2,2.09446
30.89,4.5,4.70806
41.25,3,3.33125
42.5,2,2.6175
25.22,2,0.77256
28.66,3,1.91386
21.74,8,3.66246
24.1,6,8.6564
29.08,4.5,4.64252
24.12,3,0.91052
47.8,2,2.9514
31.36,7,7.47934
43.67,3,3.60471
41.7,8,8.7399
31.79,3,2.38542
31.26,3,2.33348
44.45,4.5,5.61385
37.48,7,8.88939
29.82,4.5,4.65658
37.66,5,10.90942
24.99,8,4.73171
24.92,6.5,7.0462
21.77,7,5.02126
28.24,2,1.21952
32.48,6.5,9.01872
49.24,6.5,12.28552
20.99,7,4.81799
23.89,4.5,4.54391
27.1,6,9.5684
25.45,7,5.98027
25.76,2,0.85248
34.21,7,8.13598
44.04,6,15.22408
33.58,6.5,9.36412
24.47,8,4.56063
22.81,6,8.26424
40.12,6.5,11.39176
24.03,7,5.61022
47.74,3,4.06462
35.91,2,2.05918
42.87,7,9.84884
46.59,7,10.33988
40.81,4.5,5.27533
43.9,8,9.0633
47.14,4.5,5.86402
42.39,7,9.78548
28.27,8,5.81083
47.41,6.5,12.10618
33.5,3,2.553
22.25,5,6.89175
48.67,2,3.00621
21.11,3,0.24531
33.64,5,10.35868
45.9,6.5,11.9582
46.07,2,2.84241
25.16,8,4.78764
30.56,6.5,8.41584
31.16,2,1.59368
23.64,4.5,4.53916
45.88,3,3.85444
43.77,6,15.18304
44.56,6,15.30312
37.47,5,10.88339
49.17,6.5,12.27866
40.52,6.5,11.43096
47.88,7,10.51016
46.35,6.5,12.0023
46.8,4.5,5.8324
43.21,6,15.09792
42.13,6.5,11.58874
48.34,5,11.80546
42.26,4.5,5.41018
29.72,6.5,8.1742
46.98,5,11.71162
34.5,7,8.2028
49.08,6,15.99016
35.57,6.5,9.98898
41.14,2,2.53182
47.03,2,2.90289
42.46,6.5,11.62108
43.24,5,11.45356
27.94,6,9.82376
26.78,4.5,4.59882
45.71,4.5,5.73103
31.24,6.5,8.62936
42.24,8,8.81928
36.6,6,13.1956
49.59,4.5,6.09187
27.92,7,6.62395
32.09,2,1.68482
23.17,6.5,6.63495
33.59,4.5,4.85386
30.99,7,7.3941
37.85,7,8.97464
21.82,2,0.26936
31.76,2,1.65248
21.75,6,7.942
23.08,6.5,6.6138
42.15,8,8.80605
29.19,7,6.95491
29.27,8,6.13983
49.68,3,4.28384
22.07,5,6.82281
31.93,6.5,8.84602
25.35,8,4.85015
40.07,7,9.47924
33.58,7,7.99083
32.12,5,10.15044
24.83,4.5,4.56177
44.37,5,11.53153
25.14,6.5,7.0979
42.12,5,11.37628
22.31,7,5.16199
24.87,7,5.82912
26.52,6,9.39208
40.51,7,9.53732
27.11,6,9.57144
39.69,6,14.48104
37.15,2,2.1807
45.15,6,15.3928
24.08,2,0.60384
35.92,4.5,4.97968
39.1,6.5,11.0974
28.78,6,10.07912
33.91,5,10.39567
43.74,6,15.17848
21.82,3,0.40222
48.68,7,10.61576
34.02,5,10.41074
47.07,2,2.90541
35.56,2,2.02488
28.82,5,9.40806
25.79,6.5,7.25065
39.86,5,11.21082
33.25,3,2.5285
40.03,2,2.46189
34.09,8,7.24299
42.65,6.5,11.6397
36.74,3,2.87052
36.32,6,13.07912
34.73,6.5,9.72522
36.77,5,10.78749
45.52,8,9.30144
35.35,4.5,4.9489
23.74,8,4.32046
48.66,3,4.16858
33.62,4.5,4.85548
44.6,2,2.7498
22.99,7,5.33919
30.68,7,7.32267
26.54,4.5,4.59426
49.58,3,4.27254
45.1,4.5,5.6743
28.07,6,9.86328
36.94,6,13.33704
25.97,7,6.11578
40.36,7,9.51752
41.98,8,8.78106
29.47,6,10.28888
39.58,2,2.41884
21.8,5,6.7194
40.63,6.5,11.44174
41.22,4.5,5.31346
26.74,8,5.30746
42.79,7,9.83828
21.74,2,0.25752
44.42,5,11.53498
39.71,2,2.43158
23.76,5,7.47008
25.29,6.5,7.13315
27.31,6,9.63224
48.38,2,2.98794
23.71,8,4.31059
21.28,5,6.52024
33.63,5,10.35731
44.92,7,10.11944
26.14,2,0.90872
28.31,5,9.21273
32.85,8,6.98135
42.67,2,2.62821
37.75,6,13.674
47.71,3,4.06123
28.65,4.5,4.63435
45.08,5,11.58052
42.66,2,2.62758
26.05,8,5.08045
37.54,6,13.58664
20.35,6.5,5.97225
47.72,4.5,5.91796
30.9,8,6.5699
40.18,8,8.51646
25.65,5,8.19395
49.92,6.5,12.35216
32.6,2,1.7348
46.91,7,10.38212
38.52,5,11.02724
24.43,6.5,6.93105
29.02,3,1.99342
47.78,7,10.49696
21.53,7,4.95872
41.65,4.5,5.35345
27.18,4.5,4.60642
30.97,8,6.58467
23.24,7,5.40434
41.79,6.5,11.55542
48.98,7,10.65536
41.86,4.5,5.37298
23.93,6.5,6.81355
43.21,6.5,11.69458
33.96,5,10.40252
38.67,4.5,5.12818
25.94,6,9.21576
43.23,5,11.45287
40.96,4.5,5.28928
38.36,4.5,5.11144
42.98,2,2.64774
41.71,6.5,11.54758
27.33,5,8.83739
30.6,8,6.5066
35.38,4.5,4.95052
33.6,3,2.5628
39.26,8,8.33386
48.21,6.5,12.18458
26.8,3,1.5028
46.1,4.5,5.7673
29.95,8,6.36355
39.29,5,11.13273
34.44,8,7.31684
38.82,5,11.06834
23.37,5,7.32071
24.52,2,0.66896
35.48,6.5,9.96072
39.07,6.5,11.08798
41.59,6,14.85168
41.33,7,9.64556
23.81,5,7.48923
20.04,4.5,4.47076
31.5,5,10.0655
25.66,7,6.035
29.62,5,9.71446
22.55,5,7.00665
37.49,6,13.56584
33.62,6,11.95592
26.7,4.5,4.5973
24.33,8,4.51457
24.22,5,7.64626
27.49,2,1.10852
32.96,8,7.00456
25.01,7,5.86561
47.53,3,4.04089
38.68,7,9.16587
34.4,8,7.3084
43.75,4.5,5.54875
38.62,6.5,10.94668
32.51,7,7.7443
45.09,8,9.23823
43.52,7,9.93464
48.14,4.5,5.95702
47.46,6,15.74392
23.98,3,0.87958
33.95,5,10.40115
31.86,3,2.39228
22.12,8,3.78748
47.52,6,15.75304
47.34,8,9.56898
20.24,4.5,4.47456
49.73,7,10.75436
28.64,5,9.33912
20.72,8,3.32688
31.93,4.5,4.76422
40.37,7,9.51884
40.62,2,2.49906
42.36,4.5,5.41948
37.57,8,7.97727
43.99,8,9.07653
43.91,5,11.49979
32.93,2,1.76714
23.74,2,0.55352
36.79,6.5,10.37206
31.27,7,7.45861
26.88,6,9.50152
28.98,5,9.46934
32.11,5,10.14907
42.01,2,2.58663
37.64,2,2.22872
48.23,8,9.69981
48.19,8,9.69393
29.95,5,9.84085
46.38,7,10.31216
26.25,3,1.38125
34.44,4.5,4.89976
20.85,6.5,6.08975
33.8,2,1.8524
25.92,5,8.29736
44.35,7,10.0442
30.81,8,6.55091
28.94,6.5,7.9909
31.11,7,7.42174
24.04,3,0.89284
32.94,8,7.00034
20.86,7,4.78412
43.5,8,9.0045
44.37,8,9.13239
46.65,2,2.87895
32.97,5,10.26689
43.56,5,11.47564
40.78,8,8.60466
37.83,8,8.03213
37.42,8,7.94562
41.37,4.5,5.32741
28.79,6,10.08216
39.37,6.5,11.18218
23.87,6,8.58648
49.36,3,4.24768
47.59,3,4.04767
35,6,12.53
48.89,6.5,12.25122
20.37,2,0.05476
32.03,5,10.13811
23.56,6,8.49224
49.89,5,11.91241
37.41,8,7.94351
47.7,5,11.7613
48.55,4.5,5.99515
46.1,7,10.2752
41.96,4.5,5.38228
28.9,3,1.9669
35.59,3,2.75782
39.92,3,3.18216
32.61,2,1.73578
39.36,6.5,11.17904
32.35,3,2.4403
43.09,8,8.94423
41.73,8,8.74431
34.93,8,7.42023
24.2,5,7.6386
49.39,3,4.25107
33.57,7,7.98853
35.32,8,7.50252
38.51,6,13.99016
41.52,6.5,11.52896
26.29,8,5.15941
30.06,5,9.86822
44.62,4.5,5.62966
38.66,6,14.05256
22.86,3,0.63206
34.46,6,12.30536
38.05,6.5,10.7677
35.98,8,7.64178
35.44,6,12.71304
42.72,6,15.02344
24.37,6.5,6.91695
41.2,5,11.3128
34.85,8,7.40335
44.63,6,15.31376
46.75,7,10.361
24.18,7,5.64931
26.77,6,9.46808
48.43,3,4.14259
41.53,2,2.55639
44.6,7,10.0772
21.37,2,0.20276
30.42,8,6.46862
39.51,6.5,11.22614
37.02,6.5,10.44428
27.55,7,6.52753
33.15,5,10.29155
45.15,2,2.78445
46.42,4.5,5.79706
25.75,6,9.158
47.49,4.5,5.89657
22.07,4.5,4.50933
25.78,6,9.16712
38.22,5,10.98614
43.58,6.5,11.73084
41.33,3,3.34029
34.9,3,2.6902
25.54,3,1.22434
29.41,7,7.01225
44.35,3,3.68155
37.26,6,13.47016
26.69,4.5,4.59711
47.89,7,10.51148
45.74,8,9.33378
41.63,5,11.34247
48.44,8,9.73068
37.88,6.5,10.71432
22.26,5,6.89558
34.46,6.5,9.64044
28.89,6,10.11256
36.3,3,2.8274
28.39,7,6.74643
40.43,8,8.55321
21.61,6.5,6.26835
33.7,5,10.3669
40.43,7,9.52676
34.78,7,8.26731
47.78,8,9.63366
43.15,8,8.95305
27.1,5,8.7493
40.82,3,3.28266
25.48,7,5.98809
22.66,2,0.39368
21.66,4.5,4.50154
27.36,2,1.08928
27.67,6.5,7.69245
47.3,6,15.7196
46.43,8,9.43521
37.59,5,10.89983
24.9,6.5,7.0415
45.45,4.5,5.70685
43.71,8,9.03537
28.77,3,1.93817
48.43,6,15.89136
28.95,2,1.3246
39.55,6.5,11.2387
34.08,6,12.14728
43.04,6.5,11.67792
49.44,3,4.25672
44.73,4.5,5.63989
36.13,6.5,10.16482
21.46,7,4.94048
47.81,4.5,5.92633
21.25,6.5,6.18375
28.02,6,9.84808
44.37,7,10.04684
36.76,6.5,10.36264
48.82,2,3.01566
48.08,2,2.96904
35.26,5,10.58062
23.86,7,5.56592
44.93,2,2.77059
39.66,6,14.46856
30.83,5,9.97371
30.15,6,10.5124
30.56,6,10.68296
26.78,6.5,7.4833
22.19,6,8.07576
25.32,2,0.78736
43.75,3,3.61375
34.58,7,8.22123
30.46,7,7.27198
39,4.5,5.146
31.77,5,10.10249
41.12,7,9.61784
45.5,7,10.196
23.15,6.5,6.63025
26.56,8,5.24824
23.03,4.5,4.52757
37.24,3,2.91952
24.5,5,7.7535
45.04,3,3.75952
39.19,4.5,5.15626
20.83,6,7.66232
43.08,7,9.87656
31.18,6.5,8.61052
49.89,6.5,12.34922
49.17,6,16.00384
39.4,6.5,11.1916
42.19,3,3.43747
31.7,4.5,4.7518
28.16,2,1.20768
25.04,6.5,7.0744
28.33,6.5,7.84755
35.36,8,7.51096
43.37,2,2.67231
26.6,4.5,4.5954
24.69,3,1.03649
40.91,8,8.62377
26.48,8,5.22192
21.42,2,0.21016
32.23,8,6.85053
33,8,7.013
36.67,5,10.77379
40.03,4.5,5.20279
38.62,4.5,5.12548
28.56,5,9.30848
48.09,4.5,5.95237
27.99,5,9.09017
42.97,4.5,5.47621
40.58,2,2.49654
36.33,4.5,5.00182
30.84,2,1.56232
32.89,8,6.98979
23.67,4.5,4.53973
33.42,7,7.95397
37.66,3,2.96068
33.86,7,8.05534
45.72,2,2.82036
39.25,7,9.2972
22.2,3,0.4862
30.5,8,6.4855
31.29,4.5,4.72966
21.78,2,0.26344
49.15,2,3.03645
23.55,4.5,4.53745
43.5,7,9.932
36.67,3,2.86366
46.58,2,2.87454
45.41,8,9.28527
40.34,8,8.53998
34.51,3,2.65198
42.85,6,15.0432
30.26,4.5,4.67404
27.64,6,9.73256
46.66,2,2.87958
34.7,6.5,9.7158
49.72,7,10.75304
38.85,6,14.1316
36.31,6.5,10.22134
30.68,6.5,8.45352
48.14,3,4.10982
34.37,3,2.63826
25.05,3,1.11605
30.04,8,6.38844
23.37,6.5,6.68195
48.08,3,4.10304
49.38,7,10.70816
32.98,6,11.68968
26.98,3,1.54258
35.88,5,10.66556
49.94,5,11.91586
29.13,8,6.09377
48.79,4.5,6.01747
23.63,6,8.51352
40.57,5,11.26933
34.08,8,7.24088
38.16,2,2.27968
45.72,7,10.22504
26.61,3,1.46081
42.23,2,2.60049
31.89,3,2.39522
46.22,2,2.85186
28.15,6.5,7.80525
28.41,2,1.24468
34.06,6.5,9.51484
26.66,3,1.47186
32.32,7,7.70053
20.77,6,7.64408
34.94,8,7.42234
23.9,6.5,6.8065
23.29,8,4.17241
25.1,7,5.88906
24.51,3,0.99671
35.65,8,7.57215
35.61,7,8.45854
22.93,8,4.05397
30.67,6,10.72872
45,4.5,5.665
36.18,6,13.02088
43.22,8,8.96334
20.84,5,6.35172
33.75,7,8.03
33.8,7,8.04152
23.78,7,5.54507
27.52,4.5,4.61288
43.78,7,9.96896
31.16,5,10.01892
50,3,4.32
42.9,3,3.5177
21.77,6.5,6.30595
49.99,8,9.95853
23.31,6.5,6.66785
31.73,6,11.16968
23.77,3,0.83317
38.26,8,8.12286
37.97,3,2.99106
49.25,6.5,12.2865
22.9,7,5.31574
45.97,4.5,5.75521
29.25,4.5,4.64575
46.85,4.5,5.83705
40.69,4.5,5.26417
28.5,2,1.258
42.29,4.5,5.41297
25.9,8,5.0311
29.51,6,10.30104
48.5,5,11.8165
44.03,7,10.00196
35.01,2,1.97098
20.86,8,3.37294
45.62,5,11.61778
25.44,7,5.97766
37.31,6.5,10.53534
42.95,7,9.8594
35.18,4.5,4.93972
27.62,3,1.68402
44.56,3,3.70528
32.14,4.5,4.77556
21.7,7,5.00302
40.87,3,3.28831
34.58,6,12.35528
36.07,2,2.07486
27.54,7,6.52492
33.19,4.5,4.83226
40.42,2,2.48646
46.87,7,10.37684
37.12,6.5,10.47568
25.17,8,4.79093
35.97,5,10.67789
48.21,3,4.11773
37.94,6.5,10.73316
20.14,3,0.03094
46.7,5,11.6923
24.87,6.5,7.03445
35.55,6.5,9.9827
23.66,2,0.54168
39.08,4.5,5.15032
46.91,5,11.70679
25.66,2,0.83768
48.14,2,2.97282
46.94,3,3.97422
25.99,8,5.06071
33.63,8,7.14593
30.87,5,9.97919
47.13,7,10.41116
23.87,7,5.56852
32.61,6,11.53576
34.17,6,12.18472
49.56,3,4.27028
34.1,4.5,4.8814
34.55,6.5,9.6687
36.88,2,2.15424
45.48,3,3.80924
49.52,2,3.05976
48.19,4.5,5.96167
33.76,3,2.57848
48.53,6,15.90656
24.67,2,0.69116
34.46,8,7.32106
39.53,6.5,11.23242
23.58,6.5,6.7313
32.22,5,10.16414
37.38,5,10.87106
25.35,5,8.07905
29.64,6.5,8.1554
40.24,2,2.47512
27.13,2,1.05524
38.51,6.5,10.91214
43.34,7,9.91088
24.78,5,7.86074
45.36,4.5,5.69848
